en,fr
"All residents are required to register with one of the health care organizations, which provide a standard and extensively subsidized selection of health services and drugs through one of four public ""sick funds"".",Tous les résidents doivent s'inscrire auprès d'un des organismes des soins de la santé qui offre une gamme standard de soins de santé et de médicaments largement subventionnés par l'un des quatre « fonds de maladie » publics.
"In January 2000, a total of 96 drugs and 22 medical procedures were added to the list for reimbursement and are expected to cost the Israeli government an additional $60 million per year.","En janvier 2000, 96 médicaments et 22 procédures médicales ont été ajoutés en tout à la liste des remboursements, et on s'attend à ce qu'ils coûtent 60 millions de dollars par an au gouvernement israélien."
"The largest of the sick funds is Kupat Holim of the Histadrut (General Sick Fund of the Labour Union), which insures about 65% of the total insured (or about 3.5 million people) and operates about 1200 clinics in Israel.","Le fonds de maladie le plus important est celui de Kupat Holim de Histadrut (Fonds général de maladie des syndicats), qui assure environ 65 % de toutes les personnes assurées (environ 3,5 millions de personnes) et exploite quelque 1 200 cliniques en Israël."
It is the largest purchaser of drugs in Israel through a centralized purchasing scheme and a chain of in-house pharmacies.,C'est le plus important acheteur de médicaments du pays; il dispose d'un système centralisé d'achat et d'une chaîne de pharmacies sur place.
The products sold through sick fund pharmacies have traditionally been the lowest prices in the market.,Les produits vendus par l'intermédiaire des pharmacies des Fonds de maladie ont toujours pratiqué les prix les plus bas sur le marché.
Medical Services in Israel (1999) Hospitals 300 Rehabilitation 3 Psychiatric 30 General Care 52 Chronic Care 215 Hospital Beds 35 241 Beds per 1000 population 6 Doctors 27 000 Doctors per 1000 population 4.6 Source:,"Services médicaux en Israël (1999) Hôpitaux 300 de réadaptation 3 psychiatriques 30 de soins généraux 52 de soins chroniques 215 Lits d'hôpitaux 35 241 Lits par 1 000 habitants 6 Médecins 27 000 Médecins par 1 000 habitants 4,6 Source :"
"While open tenders are published in the local press, government-owned companies often use selective bidding practices whereby only selected companies are invited to bid on the contract.","Si les appels d'offres ouverts sont publiés dans la presse locale, les sociétés d'État utilisent souvent des procédures d'appel d'offres sélectives qui leur permettent de sélectionner les entreprises qu'elles invitent à soumissionner."
Participation at annual trade fairs can help to develop company and product exposure to this market segment.,La participation aux salons commerciaux annuels peut aider à faire connaître la société et ses produits dans ce créneau du marché.
"Government Procurement Regulations Under the Public Procurement Law and Regulations enacted in 1993, governmentowned companies and entities are required to procure by tender.","Réglementation des marchés publics Dans le cadre de la Loi sur les marchés publics et de son règlement d'application promulgué en 1993, les sociétés d'État et les divers organismes publics sont tenus de procéder par appels d'offres."
"""Industrial Cooperation"" regulations contain an offset clause for tenders over $735,000 (US$500,000) for the purchase of local products or use of local content for at least 35% of the cost of the contract.",La réglementation dite « coopération industrielle » contient une disposition compensatoire pour les appels d'offres de plus de 735 000 $ (500 000 $ US) pour l'achat de produits locaux ou une exigence de contenu local d'au moins 35 % du coût du contrat.
Procurement is administered by the Ministry of Industry and Trade.,C'est le ministère de l'Industrie et du Commerce qui gère les approvisionnements.
"Although Israel is a signatory to the World Trade Organization (WTO) Government Procurement Code, the ""Buy Israel"" regulation awards a 15% advantage to local companies.","Même si Israël a signé l'Accord relatif au marché public de l'Organisation mondiale du commerce (OMC), le règlement « Achetons israélien » confère un avantage de 15 % aux sociétés locales."
"As well, the National Priority Zones Regulations award an additional 5-15% advantage to companies located in the national priority areas.","De la même façon, le règlement sur les domaines prioritaires nationaux confère un avantage additionnel de 5 à 15 % aux entreprises de ces domaines."
MARKET LOGISTICS Tel Aviv is Israel's commercial and financial centre.,LOGISTIQUE DU MARCHÉ Le centre commercial et financier d'Israël se trouve à Tel-Aviv.
"Centrally located on the Mediterranean coast and having 25% of the population, it is where most companies are headquartered.","Situé au centre du pays, sur la côte méditerranéenne, et regroupant 25 % de la population israélienne, la ville abrite les sièges de la plupart des entreprises."
"The two major seaports are Haifa in the north and Ashdod in the south, each having good transportation links to the rest of the country.","Les deux plus grands ports de mer sont au nord et Ashdod au sud, qui sont tous deux bien reliés aux autres moyens de transport vers le reste du pays."
Channels of Distribution Good representation is the key to the Israeli market.,"Circuits de distribution Pour réussir sur le marché israélien, il faut y être bien représenté."
Prospective exporters are recommended to use the services of a local representative/distributor or local agent who has a thorough knowledge of the market and well connected with key players.,"On recommande aux exportateurs qui s'intéressent à ce marché d'utiliser les services d'un représentant ou d'un distributeur local, ou d'un agent local qui a une bonne connaissance du marché et qui connaît bien les principaux intervenants."
"Governed by the Agencies Act of 1965, general common law principles of agency law apply to the termination or cancellation of agency agreements.","La résiliation ou l'annulation des accords d'agence, qui est régie par la Loi sur les agences de 1965, obéit aux principes généraux du droit coutumier en matière de mandat."
"An agreement for representation should specify the duration of the contract, provisions for exclusivity, compensation, promotional input and dispute settlement mechanisms.","Une entente de représentation devrait préciser la durée du contrat, contenir des dispositions en matière d'exclusivité, de rémunération et de contribution à la promotion, et prévoir des mécanismes de règlement des différends."
"Exporters new to the Israeli market are advised to appoint a local agent with an understanding of the local market; contacts with the Ministry of Health, the sick funds and other major players; and the ability to promote products effectively.","Les nouveaux exportateurs sur le marché israélien ont avantage à retenir les services d'un agent local qui connaît ce marché et qui a des relations au ministère de la Santé, dans les fonds de maladie et avec d'autres intervenants importants."
"An importer of pharmaceutical products must have a licence and be a resident of Israel, or a representative of a corporation registered in Israel.","Un importateur de produits pharmaceutiques doit détenir une licence et résider en Israël, ou avoir un représentant d'une société enregistrée en Israël."
"As a result, Canadian companies must either establish an office in Israel, or hire a distributor for their products.",Les sociétés canadiennes doivent donc ouvrir un bureau en Israël ou embaucher un distributeur qui s'occupera de leurs produits.
"For assistance locating an agent or distributor, contact the Canadian Embassy in Israel.","Pour se faire aider à trouver un agent ou un distributeur, s'adresser à l'ambassade du Canada en Israël."
"Suggested Business Practices The two official languages of Israel are Hebrew and Arabic, but English is widely spoken as the language of business and the one preferred for promotional materials.","Pratiques commerciales proposées Les deux langues officielles d'Israël sont l'hébreu et l'arabe, mais l'anglais est largement utilisé comme langue des affaires et c'est la langue privilégiée pour les documents de promotion."
Most signs in public places are in all three languages.,La plupart des panneaux dans les lieux publics sont dans ces trois langues.
"Yiddish, Russian, French and German are prominent among the languages used by immigrant groups.","Les autres langues fréquemment parlées par les groupes d'immigrants sont le yiddish, le russe, le français et l'allemand."
"The business environment is westernized but likely to be less formal in both dress (especially during the summer months), and the use of first names without titles.","Le milieu des affaires est occidentalisé mais le code vestimentaire est moins rigide (en particulier pendant les mois d'été), et les gens utilisent les prénoms, sans mentionner les titres."
Common office hours are from 8:00 a.m. until 4:00 p.m. Sunday to Thursday and from 8:00 a.m. until 1:00 p.m. on Friday.,"Les heures normales de bureau sont de 8 h à 16 h du dimanche au jeudi, et de 8 h à 13 h le vendredi."
Israel has no formal constitution.,L'État d'Israël n'a pas de constitution officielle.
"It has a modern, independent legal system based on a number of Basic Laws covering key areas of public life - such as the electoral system, the Knesset (parliament) and the legal system - as well as British case law, which effectively enforces property and contractual rights.","Il est régi par un système juridique moderne et indépendant, qui repose sur un certain nombre de lois fondamentales qui gouvernent de grands domaines de la vie publique, comme le système électoral, la Knesset (Parlement) et le système juridique, mais qui fait aussi appel à la jurisprudence britannique, en particulier dans les domaines du droit de la propriété et des contrats."
"Moreover, Israeli civil procedures provide that judgments from foreign courts may be accepted and enforced by local courts.","De plus, les procédures civiles israéliennes permettent de faire reconnaître et appliquer par les tribunaux locaux les décisions des tribunaux étrangers."
The financial sector is modern and efficient with a full range of financial institutions and instruments.,"Le secteur financier est moderne et efficace, et doté d'un large éventail d'institutions et d'instruments financiers."
There are few restrictions on foreign investment and investors and the regulatory environment and tax system favour foreign companies and investors.,"Il y a peu de restrictions à la venue des investissements et des investisseurs étrangers, et le cadre de réglementation et le régime fiscal favorisent les sociétés et les investisseurs étrangers."
The Consular Affairs Bureau of the Department of Foreign Affairs and International Trade (DFAIT) provides country-specific travel information reports and advisories.,La Direction générale des affaires consulaires du ministère des Affaires étrangères et du Commerce international (MAECI) donne des renseignements et des avertissements aux voyageurs par pays.
"Intellectual Property Protection Israel is a member of the World Intellectual Property Organization, the Patent Cooperation Treaty, the Paris Convention for the Protection of Industrial Property, the Universal Copyright Convention and the Berne Copyright Convention.","Protection de la propriété intellectuelle Israël est membre de l'Organisation mondiale de la propriété intellectuelle et signataire du Traité de coopération en matière de brevets, de la Convention de Paris pour la protection de la propriété intellectuelle, de la Convention universelle sur le droit d'auteur et de la Convention de Berne pour la protection des oeuvres littéraires et artistiques."
"As a member of the WTO, Israel is currently revising its laws to bring them into compliance with the Trade Related Aspects of Intellectual Property Rights (TRIP) Agreement.","À titre de membre de l'OMC, Israël révise actuellement sa législation pour la rendre conforme aux dispositions de l'Accord sur les aspects des droits de propriété intellectuelle qui touche au commerce (AADPIC)."
"Patents Israeli patent laws protects both the process and the product and is granted for 20 years from the date of the application, subject to payment of renewal fees.","Brevets La législation israélienne sur les brevets protège à la fois les processus et les produits, et le brevet est accordé pour 20 ans à compter de la date de dépôt de la demande, sous réserve du règlement des frais de renouvellement."
"The owner of a patent must provide a local address when applying for a patent and the title must appear in both Hebrew and English (specifications, however, may be in either English or Hebrew).","Le propriétaire d'un brevet doit donner une adresse en Israël quand il dépose une demande de brevet, et le titre doit être formulé en hébreu et en anglais (cependant, les spécifications peuvent être uniquement en anglais ou en hébreu)."
"The ""first to file"" principal applies, whereby the first or prior use of a patent does not protect the owner from infringement by someone else who applies first for a patent in Israel.","Le principe du « premier dépôt » s'applique, ce qui fait que la première utilisation ou l'utilisation antérieure d'un brevet ne protège pas le propriétaire des violations par quelqu'un d'autre qui dépose le premier une demande de brevet en Israël."
The use of the services of a patent attorney are recommended.,On recommande de recourir aux services d'un avocat en brevets.
"Generic Drugs Through 1998 and 1999, Israel amended its patent laws to permit domestic manufacturers of generic drugs to develop generic versions of patented drugs prior to the expiration of the 20-year patent protection for the innovator.","Médicaments génériques En 1998 et en 1999, Israël a modifié sa législation sur les brevets pour permettre aux fabricants israéliens de médicaments génériques de mettre au point des versions génériques de médicaments brevetés avant l'expiration de la période de protection de 20 ans dont bénéficie l'inventeur."
"While the laws restrict production for use in research and for filing applications to regulatory authorities, it has no effective safeguards to restrict commercial exports.","Si cette législation limite la production destinée à la recherche et au dépôt de demandes au responsable de la réglementation, elle ne contient aucune mesure de protection efficace pour limiter les exportations commerciales."
"The Israeli pharmaceutical market previously relied on licensed technology from foreign companies, or had to license their technology to large-scale manufacturers.","Le marché israélien des produits pharmaceutiques s'en remettait auparavant aux technologies concédées par des sociétés étrangères, ou devait accorder des licences pour ces technologies à des fabricants à grande échelle."
Israeli generic drug manufacturers have now become large enough to undertake the commercial development of pharmaceuticals.,Les fabricants israéliens de médicaments génériques sont maintenant devenus assez gros pour procéder euxmêmes au développement commercial de leurs produits.
These companies are opposed to any delay in research and development until after the full period of patent protection has expired.,Ils s'opposent à ce qu'il faille attendre l'expiration complète de la période de protection d'un brevet pour commencer la recherche et le développement.
"The revised Israeli patent laws allow Israeli generic alternatives to be marketed as soon as the patent expires, when Israel's competitors would only be starting development of alternatives.","La législation israélienne révisée sur les brevets permet aux médicaments de remplacement génériques israéliens d'être commercialisés dès que le brevet expire, alors que ce n'est qu'à ce moment-là que les concurrents des Israéliens peuvent commencer à développer des solutions de remplacement."
"This gives Israeli companies a jump start on generic drug competitors, and would likely result in Israeli generic manufacturers gaining a larger portion of the market.","Cela donne aux sociétés israéliennes une longueur d'avance sur leurs concurrents du secteur des médicaments génériques, et cela amènera probablement les fabricants israéliens de médicaments génériques à conquérir une part plus importante du marché."
"Fearing the erosion of their competitive advantage, the United States and the European Union oppose Israel's revised patent laws and are currently considering taking the matter to the WTO under the TRIP Agreement.","Craignant l'érosion de leur avantage concurrentiel, les États-Unis et l'Union européenne se sont opposés à la modification de la législation des brevets et envisagent actuellement de soumettre la question à l'OMC en vertu de l'AADPIC."
"Furthermore, the European Union and the United States do not allow imports of generics while the patented drug is still protected and have threatened sanctions against Israel over Israel's interpretation of the TRIP Agreement.","De plus, l'Union européenne et les États-Unis n'autorisent pas l'importation de médicaments génériques pendant la période au cours de laquelle le médicament breveté est encore protégé, et ils ont menacé de prendre des sanctions contre Israël au sujet de son interprétation de l'AADPIC."
"This objection, however, will not prevent other nations from purchasing Israeli exports.",Cette objection n'empêchera toutefois pas les autres pays d'acheter des exportations israéliennes.
Canadian exporters are advised to follow this issue closely and take all necessary precautions to protect intellectual property.,Les exportateurs canadiens ont avantage à suivre très attentivement ce dossier et à prendre toutes les précautions nécessaires pour protéger leur propriété intellectuelle.
Trademarks Applications for trademark protection may be made by the owner or their agent with written authorization from the owner.,"Marques de commerce Les demandes de protection de marque de commerce peuvent être faites par le propriétaire ou par son agent, à condition qu'il ait une autorisation écrite du propriétaire."
All applicants must present a local address and pay the required fee of approximately $175.,Tous les requérants doivent donner une adresse en Israël et payer les frais exigés qui sont d'environ 175 $.
The term of protection for a trademark is seven years but is renewable indefinitely for periods of 14 years upon payment of required fees.,"Une marque de commerce bénéficie d'une protection de sept ans, mais est renouvelable indéfiniment pour des périodes de 14 ans lorsque les frais exigés sont réglés."
Priority of registration is given to the first local user of the trademark and every application must specify goods or services falling within one class only.,"C'est le premier utilisateur local d'une marque de commerce qui se voit accorder la priorité d'enregistrement, et chaque demande ne doit comporter que des biens ou des services entrant dans une seule catégorie seulement."
"Under the terms of the Paris Convention, where an application to register a trade or service mark in another signatory country has been made, the applicant has a right to claim priority for registration of the same trademark in Israel for the same use.","En vertu des dispositions de la Convention de Paris, quand une demande d'enregistrement d'une marque de commerce ou d'un service a été déposée dans un autre pays signataire, le requérant a le droit de réclamer la priorité d'enregistrement en Israël de la même marque de commerce pour la même utilisation."
"Import Regulations Free trade agreements have been signed with the European Union (1975), the United States (1985), the European Free Trade Alliance (1992) and Canada (1997).","Règlements en matière d'importation Israël a signé des accords de libre-échange avec l'Union européenne (1975), les États-Unis (1985), l'Association européenne de libre-échange (1992) et le Canada (1997)."
"Under these agreements, there are no custom duties on pharmaceutical imports.",Les dispositions de ces accords font qu'il n'y a pas de droit de douane sur les importations de produits pharmaceutiques.
Israel pursues a liberal import policy under which tariffs on products from most third-party countries were lowered to between 8% and 12% by 1998.,Israël applique une politique d'importation libérale grâce à laquelle les tarifs sur les produits de la plupart des pays tiers ont été réduits entre 8 et 12 % en 1998.
Most imports are free of licensing and quantitative restrictions.,La plupart des importations sont dispensées de licence et ne sont soumises à aucune restriction de quantité.
"All imports are subject to a 15% c.i.f. (cost/insurance/freight) value port fee, as well as a value-added tax (VAT) of 17%.","Toutes les importations sont frappées de frais de port de 15 % sur la valeur CAF (coût-assurance-frais), et sont soumises à une taxe à la valeur ajoutée (TVA) de 17 %."
The VAT is recovered by the importer upon the resale of the goods and ultimately paid by the consumer in the final retail price.,"L'importateur récupère la TVA lors de la revente des marchandises et, au bout du compte, cette taxe est payée par le consommateur dans le prix final au détail."
The Ministry of Health imposes strict controls on the importation of pharmaceuticals.,Le ministère de la Santé impose des contrôles stricts sur l'importation des produits pharmaceutiques.
Medical drugs and substances for their preparation may be imported only through a licence holder who is either an Israeli resident or a representative of a company registered in Israel.,Les médicaments et les substances qui servent à leur préparation ne peuvent être importés que par un détenteur de licence qui sera un résident israélien ou le représentant d'une société enregistrée en Israël.
"To obtain a licence, a Registration of Medicinal Products must be submitted to the Ministry of Health.","Pour obtenir une licence, il faut déposer un enregistrement de produit médical auprès du ministère de la Santé."
"As of 1998, there has been a concerted effort to speed up the approval process for drugs imported from the United States, Canada, the European Union, Japan and Australia.","Depuis 1998, on unit les efforts pour accélérer le processus d'approbation des médicaments importés des États-Unis, du Canada, de l'Union européenne, du Japon et de l'Australie."
"Accordingly, drugs approved by the United States Food and Drug Administration (FDA) and/or the European Medical Regulation Agency will be licensed by the Ministry within two months, rather than the usual 4-month period.","En conséquence, les médicaments qui ont reçu l'approbation de la United States Food and Drug Administration (FDA) et (ou) de la European Medical Regulations Agency recevront une licence du ministère de la Santé dans les deux mois au lieu des quatre mois habituels."
Regulations regarding the pricing of imported drugs were introduced in 1998 by the Minister of Health.,Le ministère de la Santé a promulgué en 1998 des règlements concernant le prix des médicaments importés.
The previous regulations saw the importer use the price in the country of origin as a basis for the price in Israel.,"Sous la réglementation précédente, l'importateur utilisait le prix dans le pays d'origine comme base pour fixer le prix en Israël."
Officials argued that this policy created artificially high prices by encouraging importers to purchase drugs from expensive sources.,Les responsables ont prétendu que cette pratique aboutissait à des prix artificiellement élevés parce qu'elle incitait les importateurs à acheter leurs médicaments dans des pays où ils coûtent cher.
"The new regulation calls for prices to be set based on the lowestaverage price in Belgium, France, Germany and the United Kingdom.","Le nouveau règlement oblige à fixer le prix en fonction du prix moyen le plus bas en Belgique, en France, en Allemagne et au Royaume-Uni."
"Local Standards, Certificates or Registrations All imports into Israel must have a label indicating the country of origin, the name and address of the producer and the Israeli importer, the content, weight and volume.","Normes, certificats et enregistrements nécessaires Toutes les importations entrant en Israël doivent porter une étiquette donnant le pays d'origine, le nom et l'adresse du producteur et ceux de l'importateur israélien, le contenu, le poids et le volume."
In all instances Hebrew must be used.,Il faut dans tous les cas inscrire ces renseignements en hébreu.
English may be added provided the print is no larger than the Hebrew print.,"On peut les ajouter également en anglais, à condition que les caractères ne soient pas plus gros que ceux du texte en hébreu."
"In addition, specific labelling regulations may apply to various types of pharmaceuticals.","De plus, des règlements particuliers sur l'étiquetage s'appliquent à divers produits pharmaceutiques."
Exporters are advised to consult with the Israeli authorities or their local agent/importer to obtain specific requirements.,Les exportateurs ont avantage à consulter les responsables israéliens ou leur agent ou leur importateur local pour prendre connaissance des exigences qui s'appliquent à leurs produits.
"Export Credit Risks, Restrictions on Letters of Credit, Currency Controls The most common method of payment is through a letter of credit that guarantees payment.","Risques associés au crédit à l'exportation, restrictions sur les lettres de crédit ou sur le contrôle des devises La méthode de paiement la plus courante est la lettre de crédit qui garantit le paiement."
"Israeli importers prefer Cash Against Documents (CAD) and to collect an advance payment or an irrevocable bank guarantee on a portion of the shipment, given that there is no guarantee of payment with the CAD method.",Les importateurs israéliens préfèrent le paiement sur présentation des documents et demandent une avance ou une garantie bancaire irrévocable sur une partie de l'expédition étant donné que la méthode sur présentation des documents n'offre pas de garantie.
"The most common terms are 30, 60 and 90 days.","Les termes les plus courants sont 30, 60 et 90 jours."
COMPANY INFORMATION,ANNEXE A :
"• Interpharm Laboratories (a subsidiary of the Swiss company Ares Sereno), located in Nes Ziona, is the oldest biotechnology company in Israel.","INFORMATIONS SUR QUELQUES SOCIÉTÉS Interpharm Laboratories (une filiale de la société suisse Ares Sereno), qui est implantée en Nes Ziona, est la société de biotechnologie la plus ancienne en Israël."
The company developed and manufactures Recombinant Interferon-Beta (Rebif) and other cytokines.,Elle met au point et fabrique de l'interferon-béta recombinant et d'autres cytokines.
Rebif is registered in the European Union for treatment of Multiple Sclerosis.,L'interferon-béta recombinant est un médicament enregistré dans l'Union européenne pour le traitement de la sclérose en plaques.
• Pharmos has received FDA approval in the United States for two of its ophthalmic products (Lotamax and Alrex) and is in phase II trials for a head trauma treatment.,Pharmos a reçu l'approbation de la FDA aux États-Unis pour deux de ses produits ophtalmiques (Lotamax et Alrex) et en est au deuxième stade des essais pour le traitement des traumatismes crâniens.
"• Bio-Technology General, based in Rehovot, markets a human growth hormone for treatment of severe muscle wasting in AIDS patients in both the European Union and the United States.","Bio-Technology General, installée à Rehovot, commercialise une hormone de croissance humaine pour le traitement de l'amyotrophie grave des patients atteints du sida dans l'Union européenne et aux États-Unis."
The company also manufactures high-grade hyaluronic acid for use in cataract operations.,La société fabrique également de l'acide hyaluronique de haute qualité pour l'opération de la cataracte.
"• Teva has received approval for Copaxone, a treatment for Multiple Sclerosis.","Teva a obtenu l'approbation du Copaxone, un traitement pour la sclérose en plaques."
"The company has other products in development for the treatment of diabetes, various forms of cancer, epilepsy, lung and liver fibrosis and Alzheimer's disease.","La société a d'autres produits à l'étape de développement pour le traitement du diabète, de diverses formes de cancer, de l'épilepsie, de la sclérose pulmonaire et du foie et de la maladie d'Alzheimer."
"◦ Teva and H. Lundeck AS, a Dutch company, announced in November 1999 a strategic alliance for the development and marketing of two treatments for Parkinson's disease.","Teva et H. Lundeck AS, une société hollandaise, ont annoncé en novembre 1999, la conclusion d'une alliance stratégique pour développer et commercialiser deux traitements pour la maladie de Parkinson."
◦ Teva also entered into a strategic alliance with Bio-Technology General in October 1999 to develop and sell generic recombinant therapeutic products.,Teva a également conclu une alliance stratégique avec Bio-Technology General en octobre 1999 pour développer et vendre des produits thérapeutiques recombinants génériques.
Bio-Technology General will focus on research and manufacturing and Teva will focus on marketing.,"Bio-Technology General se consacrera à la recherche et à la fabrication et Teva, à la commercialisation."
The alliance is valued at approximately $30 million.,Le montant de l'alliance est évalué à environ 30 millions de dollars.
"◦ The U.S. division of Teva Pharmaceuticals announced plans in September 1999 to acquire Copley Pharmaceutical Inc., based in Canton, Massachuset.","La division américaine de Teva Pharmaceuticals a annoncé, en septembre 1989, son intention d'acquérir Copley Pharmaceutical Inc., une société de Canton, au Massachusetts."
The transaction is valued at $323 million.,La transaction est évaluée à 323 millions de dollars.
"• Orgenics, a diagnostics firm, has developed a saliva test for AIDS to reduce danger to nurses exposed to blood products.","Orgenics, une entreprise de produits de diagnostic, a mis au point un test de dépistage du sida par la salive afin de réduire les risques d'exposition du personnel infirmier aux produits sanguins."
"The company also markets diagnostic kits for hepatitis, chlamydia, and H. Pylori.","La société commercialise également des trousses de diagnostic pour l'hépatite, la chlamydia et l'hecobacter-pylori."
"• Health Care Technologies has developed in vitro diagnostics for AIDS, hepatitis, and chlamydia.","Health Care Technologies a mis au point des trousses de diagnostic in vitro pour le sida, l'hépatite et la chlamydia."
"• In January 2000, Rehovot-based Clal Biotechnology announced it was in advanced stages of negotiation with an unnamed European pharmaceutical company for a $150-million investment.","En janvier 2000, Clal Biotechnology, de Rehovot, a annoncé qu'elle en était à un stade avancé de négociation avec une société européenne de produits pharmaceutiques dont on ne connaît pas le nom pour un investissement de 150 millions de dollars."
The European company plans to invest the money in exchange for rights to approved products.,La société européenne envisage d'investir cet argent en échange de droits sur des produits approuvés.
"• XTL Biopharmaceuticals Ltd, based in Rehovot, has concluded an agreement in December 1999 with Hoffmann - La Roche Ltd., to use XTL's TrimeraXTL transgenic mouse model for in vivo testing of candidate therapeutics for the treatment of hepatitis C infection.","XTL Biopharmaceuticals Ltd., de Rehovot, a conclu un accord en décembre 1999 avec Hoffmann - La Roche Ltd., pour l'utilisation de son modèle de souris transgéniques TrimeraXTL dans des essais in vivo de traitements éventuels de l'hépatite C. XTL a ouvert des installations aux États-Unis, à Ipswich, dans le New Hampshire, en janvier 2000."
This will be the first Israeli biotechnology company to list shares of the London exchange.,Ce sera la première société israélienne de biotechnologie dont les actions seront cotées à la bourse de Londres.
"PROMOTIONAL EVENTS Medax 2001 March 20-22, 2001 Tel Aviv Fairgrounds Tel Aviv, Israel Note:","ACTIVITÉS PROMOTIONNELLES Medax 2001 20-22 mars 2001 Tel Aviv Fairgrounds Tel-Aviv, Israël Note :"
Organizer:,Organisateur:
"Stier Group Ltd. 12 Tverski St. Tel Aviv 67210, Israel Tel.: (972-3) 562-6090 Fax: (972-3) 561-5463 E-mail: expo@stier.co.il Internet: http://www.stier.co.il Analiza January 23-25, 2001 Tel Aviv Fairgrounds Tel Aviv, Israel Note:","Stier Group Ltd. 12 Tverski St. Tel-Aviv 67210, Israël Tél.: (972-3) 562-6090 Téléc.: (972-3) 561-5463 Courriel: expo@stier.co.il Internet: http://www.stier.co.il Analiza 23-25 janvier 2001 Tel Aviv Fairgrounds Tel-Aviv, Israël Note :"
International laboratory equipment exhibition and Trade Fair Organizer:,Exposition internationale et salon commercial de l'équipement de laboratoire.
"Stier Group Ltd. 12 Tverski St. Tel Aviv 67210, Israel Tel.: (972-3) 562-6090 Fax: (972-3) 561-5463 E-mail: expo@stier.co.il Internet: http://www.stier.co.il Bio2001 June 24-28, 2001 San Diego Convention Center San Diego, CA Organizer:","Stier Group Ltd. 12 Tverski St. Tel-Aviv 67210, Israël Tél.: (972-3) 562-6090 Téléc.: (972-3) 561-5463 Courriel: expo@stier.co.il Internet: http://www.stier.co.il Bio2001 24-28 juin 2001 San Diego Convention Center San Diego, CA Organisateur:"
"Biotechnology Industry Organization 1625 K Street NW, Suite 1100 Washington, DC 20006 Tel.: (202) 857-0237 Fax: (202) 857-0244 Internet: http://www.bio.org BioEurope 2000 November 13-15, 2000 Hyatt Regency Hotel Berlin, Germany Organizer:","Biotechnology Industry Organization 1625 K Street NW, Suite 1100 Washington, DC 20006 Tél.: (202) 857-0237 Téléc.: (202) 857-0244 Internet: http://www.bio.org BioEurope 2000 13-15 novembre 2000 Hyatt Regency Hotel Berlin, Allemagne Organisateur:"
"E.B.D. Group, Inc. 6120 Paseo Del Norte, Suite J-2 Carlsbad, CA 92009 Tel.: (760) 930-0500 Fax: (760) 930-0520 E-mail:","E.B.D. Group, Inc. 6120 Paseo Del Norte, Suite J-2 Carlsbad, CA 92009 Tél.: (760) 930-0500 Téléc.: (760) 930-0520 Courriel:"
"KEY CONTACTS AND SUPPORT SERVICES Canadian Government Contacts Canadian Embassy in Tel Aviv 3 Nirim Street Tel Aviv, Israel 67060 Tel.: (972-3) 636-3351 Fax: (972-3) 636-3385 Contact:","PRINCIPAUX CONTACTS ET SERVICES DE SOUTIEN Contacts avec le gouvernement canadien Ambassade du Canada à Tel-Aviv 3 Nirim Street Tel-Aviv, Israël 67060 Tél.: (972-3) 636-3351 Téléc.: (972-3) 636-3385 Renseignements:"
"Patricia Filteau, Trade Commissioner E-mail: patricia.filteau@dfait-maeci.gc.ca Internet: http://www.dfait-maeci.gc.ca Middle East Division (GMR) Tel.: (613) 944-6994 Fax: (613) 944-7975 Contact:","Patricia Filteau, déléguée commerciale Courriel: patricia.filteau@dfait-maeci.gc.ca Internet: http://www.dfait-maeci.gc.ca Direction du Moyen-Orient (GMR) Tél.: (613) 944-6994 Téléc.: (613) 944-7975 Renseignements:"
"Elaine Butcher E-mail: elaine.butcher@dfait-macei.gc.ca Agriculture and Agri-Food Canada Market and Industry Services Branch Sir John Carling Building 930 Carling Avenue Ottawa, ON K1A 0C5Tel.: (613) 759-7744 Fax: (613) 759-7499 Contact:","Elaine Butcher Courriel: elaine.butcher@dfait-macei.gc.ca Agriculture et Agroalimentaire Canada Direction générale des services à l'industrie et aux marchés Édifice Sir John Carling 930, avenue Carling Ottawa (Ontario) K1A 0C5Tél.: (613) 759-7744 Téléc.: (613) 759-7499 Renseignements:"
"Mark Craig, Industry Development Officer, Bio-Industries E-mail: craig.mark@ic.gc.ca Internet: http://strategis.ic.gc.ca Canadian Commercial Corporation (CCC) 50 O'Connor St., Suite 1100 Ottawa, ON K1A 0S6 Tel.: 1-800-748-8191 or (613) 996-0034 Fax: (613) 995-2121 Internet: http://www.ccc.ca","Mark Craig, Agent de développement de l'industrie, Bio-industries Courriel: craig.mark@ic.gc.ca Internet: http://strategis.ic.gc.ca Corporation commerciale canadienne (CCC) 50, rue O'Connor, bureau 1100 Ottawa (Ontario) K1A 0S6 Tél.: 1-800-748-8191 ou (613) 996-0034 Téléc.: (613) 995-2121 Internet: http://www.ccc.ca Banque de développement du Canada 5, Place Ville Marie, bureau 400 Montréal (Québec) H3B 2G2 Tél.: 1-888-463-6232 Téléc.: (514) 283-0617 Internet: http://www.bdc.ca"
